job_id,job_title,company,location,experience,salary_inr,employment_type,skills,salary_lpa
JOB00909,Data Analyst,CodeCraft,Chennai,3-5 years,1877996,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; NumPy,18.77996
JOB00910,Software Developer,VisionWorks,Remote,3-5 years,985921,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux,9.85921
JOB00911,Software Developer,NextGen Systems,Pune,0-1 years,1689673,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization; AWS; PyTorch,16.89673
JOB00912,Data Scientist,CodeCraft,Hyderabad,3-5 years,740083,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker,7.40083
JOB00913,Software Developer,VisionWorks,Chennai,0-1 years,1522897,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js; Scikit-learn,15.22897
JOB00914,Full Stack Developer,NextGen Systems,Pune,0-1 years,610417,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Scikit-learn,6.10417
JOB00915,AI/ML Engineer,NextGen Systems,Pune,0-1 years,600304,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; AWS,6.00304
JOB00916,AI/ML Engineer,NextGen Systems,Delhi NCR,3-5 years,2171053,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Scikit-learn; REST API,21.71053
JOB00917,AI/ML Engineer,TechNova,Remote,1-3 years,1132661,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,11.32661
JOB00918,Cloud Engineer,Aster Labs,Pune,3-5 years,656471,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,6.56471
JOB00919,Data Analyst,Aster Labs,Pune,3-5 years,921831,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Azure,9.21831
JOB00920,Software Developer,InnoByte,Mumbai,0-1 years,1689967,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js; Statistics,16.89967
JOB00921,Full Stack Developer,CloudPeak,Mumbai,1-3 years,1605695,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,16.05695
JOB00922,AI/ML Engineer,Aster Labs,Remote,0-1 years,550977,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; Node.js,5.50977
JOB00923,Full Stack Developer,Aster Labs,Chennai,0-1 years,1214015,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Pandas; Scikit-learn,12.14015
JOB00924,Full Stack Developer,InnoByte,Pune,1-3 years,2017459,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel,20.17459
JOB00925,Software Developer,Aster Labs,Hyderabad,3-5 years,1355622,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; AWS,13.55622
JOB00926,Full Stack Developer,NextGen Systems,Bengaluru,3-5 years,1838757,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Statistics; NumPy; Docker,18.38757
JOB00927,Full Stack Developer,DataBridge,Hyderabad,0-1 years,1792939,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Deep Learning,17.92939
JOB00928,Full Stack Developer,InnoByte,Bengaluru,0-1 years,1240880,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,12.4088
JOB00929,Data Scientist,InnoByte,Bengaluru,3-5 years,761777,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,7.61777
JOB00930,Cloud Engineer,InnoByte,Hyderabad,0-1 years,1333736,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,13.33736
JOB00931,Data Analyst,InnoByte,Remote,0-1 years,1932406,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,19.32406
JOB00932,Full Stack Developer,Aster Labs,Bengaluru,0-1 years,1756351,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker,17.56351
JOB00933,AI/ML Engineer,DataBridge,Mumbai,3-5 years,686713,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; Terraform,6.86713
JOB00934,Software Developer,DataBridge,Delhi NCR,0-1 years,1459055,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,14.59055
JOB00935,Full Stack Developer,InnoByte,Chennai,3-5 years,1871167,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,18.71167
JOB00936,Data Scientist,InnoByte,Chennai,1-3 years,1762485,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Deep Learning; PyTorch,17.62485
JOB00937,Data Scientist,CodeCraft,Bengaluru,1-3 years,827215,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,8.27215
JOB00938,Data Scientist,CloudPeak,Pune,1-3 years,1439947,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,14.39947
JOB00939,Data Analyst,Aster Labs,Pune,0-1 years,522486,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,5.22486
JOB00940,Data Analyst,CodeCraft,Hyderabad,1-3 years,1511645,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; PyTorch; HTML,15.11645
JOB00941,Software Developer,VisionWorks,Delhi NCR,0-1 years,1763813,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Pandas; Excel; AWS,17.63813
JOB00942,Data Scientist,CloudPeak,Pune,1-3 years,600017,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,6.00017
JOB00943,Cloud Engineer,CloudPeak,Bengaluru,1-3 years,1904895,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,19.04895
JOB00944,Data Analyst,DataBridge,Remote,1-3 years,607450,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js,6.0745
JOB00945,Data Scientist,VisionWorks,Delhi NCR,3-5 years,1096790,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Git; Networking,10.9679
JOB00946,Data Scientist,InnoByte,Hyderabad,1-3 years,576569,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization; PyTorch,5.76569
JOB00947,Full Stack Developer,TechNova,Remote,0-1 years,558883,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; AWS,5.58883
JOB00948,AI/ML Engineer,CodeCraft,Mumbai,3-5 years,725590,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,7.2559
JOB00949,Full Stack Developer,VisionWorks,Remote,1-3 years,1736386,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Data Visualization; DSA,17.36386
JOB00950,Data Analyst,Aster Labs,Remote,3-5 years,1487575,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; REST API; React; JavaScript,14.87575
JOB00951,Software Developer,InnoByte,Pune,1-3 years,1252627,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,12.52627
JOB00952,Data Scientist,NextGen Systems,Delhi NCR,0-1 years,720921,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; PyTorch; Azure; React,7.20921
JOB00953,Data Scientist,CodeCraft,Pune,0-1 years,1850980,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; HTML,18.5098
JOB00954,AI/ML Engineer,CloudPeak,Mumbai,0-1 years,1529135,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Terraform; Scikit-learn; Statistics,15.29135
JOB00955,Data Analyst,NextGen Systems,Hyderabad,0-1 years,1957405,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Terraform; Node.js; Networking,19.57405
JOB00956,Cloud Engineer,Aster Labs,Hyderabad,3-5 years,618850,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,6.1885
JOB00957,Software Developer,Aster Labs,Hyderabad,1-3 years,1247891,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Deep Learning,12.47891
JOB00958,Software Developer,NextGen Systems,Mumbai,0-1 years,842038,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Machine Learning,8.42038
JOB00959,Software Developer,TechNova,Mumbai,1-3 years,706052,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning; NumPy,7.06052
JOB00960,Data Scientist,VisionWorks,Mumbai,0-1 years,392786,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React; Node.js; Git,3.92786
JOB00961,Data Scientist,DataBridge,Hyderabad,1-3 years,559834,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; DSA; REST API,5.59834
JOB00962,AI/ML Engineer,CodeCraft,Chennai,1-3 years,1111967,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Docker; Linux,11.11967
JOB00963,Software Developer,TechNova,Hyderabad,3-5 years,906070,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js,9.0607
JOB00964,Full Stack Developer,InnoByte,Mumbai,1-3 years,1855140,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,18.5514
JOB00965,Software Developer,InnoByte,Delhi NCR,1-3 years,2018602,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Linux; Pandas,20.18602
JOB00966,Data Analyst,CodeCraft,Hyderabad,3-5 years,1218879,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Scikit-learn; Machine Learning; Git,12.18879
JOB00967,Data Scientist,CloudPeak,Mumbai,1-3 years,1666684,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS,16.66684
JOB00968,AI/ML Engineer,DataBridge,Hyderabad,1-3 years,1445278,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; REST API; Azure,14.45278
JOB00969,Full Stack Developer,CodeCraft,Pune,1-3 years,2120252,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking,21.20252
JOB00970,AI/ML Engineer,NextGen Systems,Delhi NCR,0-1 years,909802,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; REST API,9.09802
JOB00971,AI/ML Engineer,InnoByte,Chennai,0-1 years,850135,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Power BI,8.50135
JOB00972,Full Stack Developer,CodeCraft,Pune,3-5 years,1524038,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Python; Scikit-learn,15.24038
JOB00973,Full Stack Developer,TechNova,Hyderabad,1-3 years,636115,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Machine Learning,6.36115
JOB00974,Cloud Engineer,VisionWorks,Remote,0-1 years,1865137,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA,18.65137
JOB00975,Software Developer,Aster Labs,Delhi NCR,3-5 years,1203555,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js; Data Visualization,12.03555
JOB00976,Data Scientist,InnoByte,Mumbai,3-5 years,584739,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Excel,5.84739
JOB00977,Cloud Engineer,InnoByte,Remote,1-3 years,849283,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL; Data Visualization,8.49283
JOB00978,Cloud Engineer,InnoByte,Chennai,0-1 years,652572,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; REST API; JavaScript,6.52572
JOB00979,Data Scientist,Aster Labs,Delhi NCR,0-1 years,1468767,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Git; Azure; REST API,14.68767
JOB00980,Cloud Engineer,CloudPeak,Hyderabad,1-3 years,2194305,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL; Machine Learning; Node.js,21.94305
JOB00981,Data Analyst,TechNova,Delhi NCR,3-5 years,2114696,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; AWS; Azure,21.14696
JOB00982,Data Analyst,DataBridge,Remote,1-3 years,1471789,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; Networking; DSA,14.71789
JOB00983,Software Developer,DataBridge,Hyderabad,0-1 years,2075343,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Node.js; Data Visualization,20.75343
JOB00984,Data Scientist,InnoByte,Remote,1-3 years,924696,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js; Azure,9.24696
JOB00985,AI/ML Engineer,CloudPeak,Delhi NCR,1-3 years,2078893,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; REST API; DSA,20.78893
JOB00986,Software Developer,TechNova,Remote,0-1 years,1300558,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; NumPy,13.00558
JOB00987,AI/ML Engineer,CloudPeak,Bengaluru,1-3 years,2008887,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React,20.08887
JOB00988,AI/ML Engineer,CloudPeak,Chennai,3-5 years,582423,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; CSS,5.82423
JOB00989,AI/ML Engineer,Aster Labs,Pune,1-3 years,2012291,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; REST API,20.12291
JOB00990,Full Stack Developer,NextGen Systems,Chennai,0-1 years,2026733,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; NumPy,20.26733
JOB00991,Data Analyst,CodeCraft,Remote,3-5 years,2187923,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js,21.87923
JOB00992,Software Developer,DataBridge,Bengaluru,1-3 years,1521322,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,15.21322
JOB00993,Data Analyst,CodeCraft,Mumbai,1-3 years,1191031,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Azure,11.91031
JOB00994,Software Developer,CodeCraft,Remote,1-3 years,379601,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; Deep Learning,3.79601
JOB00995,Data Scientist,DataBridge,Chennai,1-3 years,820776,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,8.20776
JOB00996,AI/ML Engineer,DataBridge,Mumbai,0-1 years,2145870,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Power BI; Data Visualization; REST API,21.4587
JOB00997,AI/ML Engineer,CodeCraft,Remote,0-1 years,728263,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; REST API,7.28263
JOB00998,Data Analyst,Aster Labs,Mumbai,3-5 years,870760,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; HTML; PyTorch,8.7076
JOB00999,Data Scientist,VisionWorks,Chennai,1-3 years,371643,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,3.71643
JOB01000,Data Scientist,CodeCraft,Delhi NCR,3-5 years,1835733,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Networking,18.35733
JOB01001,Software Developer,TechNova,Bengaluru,1-3 years,1518113,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,15.18113
JOB01002,Data Scientist,CodeCraft,Hyderabad,1-3 years,881957,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; AWS,8.81957
JOB01003,Data Analyst,CloudPeak,Hyderabad,0-1 years,436245,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Scikit-learn,4.36245
JOB01004,Data Scientist,Aster Labs,Delhi NCR,3-5 years,538005,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; PyTorch; Data Visualization,5.38005
JOB01005,Full Stack Developer,CloudPeak,Pune,1-3 years,442614,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Data Visualization; NumPy,4.42614
JOB01006,Data Analyst,Aster Labs,Pune,0-1 years,1434170,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Linux; JavaScript; Scikit-learn,14.3417
JOB01007,AI/ML Engineer,CloudPeak,Bengaluru,0-1 years,746193,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization; React; Azure,7.46193
JOB01008,Software Developer,InnoByte,Pune,0-1 years,1265259,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Excel; React,12.65259
JOB01009,Data Analyst,CloudPeak,Bengaluru,1-3 years,2123851,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; PyTorch; REST API; DSA,21.23851
JOB01010,Full Stack Developer,NextGen Systems,Mumbai,3-5 years,1922731,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; Terraform,19.22731
JOB01011,Full Stack Developer,CloudPeak,Pune,0-1 years,1453134,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,14.53134
JOB01012,Data Scientist,TechNova,Hyderabad,3-5 years,1039245,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,10.39245
JOB01013,Software Developer,TechNova,Bengaluru,1-3 years,672490,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Pandas; Deep Learning; NumPy,6.7249
JOB01014,AI/ML Engineer,TechNova,Delhi NCR,3-5 years,1040858,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; JavaScript; AWS,10.40858
JOB01015,Data Analyst,TechNova,Remote,3-5 years,2160426,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Git,21.60426
JOB01016,Data Analyst,InnoByte,Mumbai,3-5 years,1909861,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,19.09861
JOB01017,Software Developer,CodeCraft,Bengaluru,0-1 years,1966647,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Excel; Machine Learning,19.66647
JOB01018,Full Stack Developer,NextGen Systems,Pune,1-3 years,602920,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Power BI; Networking; Deep Learning,6.0292
JOB01019,Data Analyst,InnoByte,Remote,1-3 years,1745697,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking,17.45697
JOB01020,Full Stack Developer,CodeCraft,Bengaluru,1-3 years,913042,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Python; Power BI; Scikit-learn,9.13042
JOB01021,Cloud Engineer,CodeCraft,Bengaluru,0-1 years,1672644,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API,16.72644
JOB01022,Data Analyst,InnoByte,Hyderabad,1-3 years,1455783,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; HTML; Deep Learning; REST API,14.55783
JOB01023,Software Developer,NextGen Systems,Remote,0-1 years,1785110,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js; Docker; Statistics,17.8511
JOB01024,Data Scientist,InnoByte,Mumbai,1-3 years,444570,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; CSS,4.4457
JOB01025,Software Developer,InnoByte,Remote,3-5 years,1578024,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Pandas; Terraform,15.78024
JOB01026,Software Developer,InnoByte,Pune,3-5 years,444914,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; Terraform; Power BI,4.44914
JOB01027,Data Analyst,CloudPeak,Chennai,0-1 years,2177342,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; PyTorch; JavaScript; Machine Learning,21.77342
JOB01028,AI/ML Engineer,TechNova,Bengaluru,1-3 years,1470667,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; DSA; REST API,14.70667
JOB01029,Software Developer,CodeCraft,Remote,3-5 years,1315031,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Scikit-learn,13.15031
JOB01030,Cloud Engineer,NextGen Systems,Bengaluru,0-1 years,2037453,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy; Power BI; PyTorch,20.37453
JOB01031,Software Developer,TechNova,Delhi NCR,0-1 years,2061209,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Deep Learning,20.61209
JOB01032,Full Stack Developer,DataBridge,Bengaluru,1-3 years,2115990,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Deep Learning; Linux; PyTorch,21.1599
JOB01033,Full Stack Developer,CloudPeak,Delhi NCR,3-5 years,698348,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch; AWS; Data Visualization,6.98348
JOB01034,Data Scientist,NextGen Systems,Mumbai,1-3 years,772237,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS; PyTorch; Excel,7.72237
JOB01035,Data Analyst,CodeCraft,Pune,1-3 years,565301,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,5.65301
JOB01036,Cloud Engineer,VisionWorks,Mumbai,3-5 years,1188190,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA; SQL,11.8819
JOB01037,Cloud Engineer,Aster Labs,Mumbai,0-1 years,1235007,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; DSA; CSS,12.35007
JOB01038,AI/ML Engineer,Aster Labs,Pune,3-5 years,1655889,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Scikit-learn; DSA; Terraform,16.55889
JOB01039,Software Developer,DataBridge,Pune,1-3 years,1872970,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Node.js,18.7297
JOB01040,Full Stack Developer,VisionWorks,Chennai,1-3 years,1612695,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy,16.12695
JOB01041,AI/ML Engineer,CloudPeak,Mumbai,0-1 years,2027207,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; REST API; Node.js; Scikit-learn,20.27207
JOB01042,AI/ML Engineer,VisionWorks,Chennai,0-1 years,1748918,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,17.48918
JOB01043,Full Stack Developer,DataBridge,Chennai,3-5 years,986804,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Data Visualization; PyTorch; Scikit-learn,9.86804
JOB01044,Software Developer,CloudPeak,Chennai,3-5 years,1769620,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Pandas,17.6962
JOB01045,Software Developer,DataBridge,Bengaluru,3-5 years,1645123,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Deep Learning,16.45123
JOB01046,Data Scientist,TechNova,Remote,3-5 years,1963494,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; JavaScript; Linux,19.63494
JOB01047,Full Stack Developer,TechNova,Pune,1-3 years,1831438,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,18.31438
JOB01048,Software Developer,TechNova,Mumbai,0-1 years,2077235,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,20.77235
JOB01049,AI/ML Engineer,DataBridge,Hyderabad,0-1 years,2176345,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,21.76345
JOB01050,Data Analyst,Aster Labs,Hyderabad,0-1 years,673581,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; React; REST API; DSA,6.73581
JOB01051,Full Stack Developer,VisionWorks,Hyderabad,1-3 years,2100730,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch; AWS; Linux,21.0073
JOB01052,Full Stack Developer,Aster Labs,Delhi NCR,1-3 years,907875,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,9.07875
JOB01053,AI/ML Engineer,CodeCraft,Remote,0-1 years,1929588,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Data Visualization,19.29588
JOB01054,Data Scientist,VisionWorks,Chennai,0-1 years,412417,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js; PyTorch; Linux,4.12417
JOB01055,Cloud Engineer,Aster Labs,Hyderabad,1-3 years,527792,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,5.27792
JOB01056,Data Scientist,TechNova,Delhi NCR,3-5 years,1174739,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,11.74739
JOB01057,Cloud Engineer,NextGen Systems,Pune,1-3 years,1674577,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,16.74577
JOB01058,AI/ML Engineer,NextGen Systems,Mumbai,3-5 years,366572,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Node.js,3.66572
JOB01059,AI/ML Engineer,Aster Labs,Remote,3-5 years,1812702,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; Excel; Terraform,18.12702
JOB01060,Full Stack Developer,Aster Labs,Pune,3-5 years,1477079,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; Azure,14.77079
JOB01061,AI/ML Engineer,NextGen Systems,Chennai,0-1 years,1484119,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Statistics,14.84119
JOB01062,Cloud Engineer,CloudPeak,Bengaluru,0-1 years,1937641,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Scikit-learn; Pandas,19.37641
JOB01063,Cloud Engineer,CodeCraft,Mumbai,0-1 years,1873600,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; NumPy,18.736
JOB01064,Software Developer,InnoByte,Bengaluru,3-5 years,1093384,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Networking; Statistics,10.93384
JOB01065,Data Scientist,DataBridge,Remote,3-5 years,1060893,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS; PyTorch,10.60893
